id	lemma	sense_id	left	word	right	senses
1766	disc	2	Interest was centred on the music rather than the performer .  Disc jockeys added a voice to formerly instrumental discs which would then be recorded again for the second version of the same record .  Two disc jockeys would compete with each other in the clubs , taking turns to do their voice - over on the	discs	. Recordings were put out by small companies and would have limited sales compared to popular ,  commercial discs .  Harry Hawke recalls that it was the aim of skinhead devotees of this music to keep up with the latest releases and consequently white - label ,  i.e. pre - release ,  copies of records were the mark of a skin who knew his music .	None
1767	disc	2	Disc jockeys added a voice to formerly instrumental discs which would then be recorded again for the second version of the same record .  Two disc jockeys would compete with each other in the clubs ,  taking turns to do their voice - over on the discs .  Recordings were put out by small companies and would have limited sales compared to popular , commercial	discs	. Harry Hawke recalls that it was the aim of skinhead devotees of this music to keep up with the latest releases and consequently white - label ,  i.e. pre - release ,  copies of records were the mark of a skin who knew his music .  Although this was not the music of the star performers ,  some names became established .	None
1768	disc	1	Cultivators For stirring the topsoil without inverting it ,  and for breaking down half - rotted turf and clods ,  a wide range of cultivators is available .  Disc harrows consisting of gangs of concave steel	discs	are dragged at an angle to the line of draught . They are used to cut up turf and consolidate a seed - bed ,  particularly after ploughing an old sward .  Some highly skilled farmers ,  particularly in dry areas ,  prefer disc harrows to the plough ,  believing that it is never wise to invert the topsoil .	None
1769	disc	1	Chisel ploughs are heavy rigid -  or spring - tined cultivators which break up and stir the topsoil .  They can work at speed ,  and make several passes in less time than it would take to plough the same area with mould - board equipment .  Like	discs	, they do a cleaner job in dry than in wet conditions . They require a powerful tractor ,  and are unlikely to be used on a smallholding .  Nevertheless ,  the principle of chisel ploughing has much to recommend it in the right conditions .	None
1770	disc	1	Hoes Hoes are used for the control of weeds between the rows of root crops .  Various blades or	discs	can be fitted to uproot the weeds either between ridges or on the flat . Great care must be taken to set the hoe up and steer it accurately so that the blades run close to the crop without damaging the seedlings .  Accurate ridging and drilling make hoeing much easier .	None
1771	disc	1	Direct drilling Direct drilling is a new technique in which seeds are drilled direct into the ground without previous cultivation .  Special drills have been developed with heavy	discs	or modified rotovators instead of the usual light coulters . These cut slits in the turf or stubble into which the seeds and fertilizers are dropped .  There are enormous advantages to this system :  the saving in time ,  the preservation of soil structure ,  the conservation of moisture ,  the buildup of organic matter in the topsoil and the maintenance of the earthworm population  ( normally reduced by conventional cultivations )  .	None
1772	disc	3	She did n't know how to use it and I did n't want my memory wiped .  In 2001 :  A Space Odyssey  there is a poignant scene where the computer ,  Hal ,  has his brain disconnected in retaliation for un - user - friendly conduct .  As each of the memory	discs	is unkeyed in turn , his intellect drains away . It 's  going ,  says Hal ,  I can feel it going .  I identified deeply with Hal 's  predicament :  there were many moments when I could feel my brain going  especially in Hawaii .	None
1773	disc	3	SilverPlatter and the Royal Society of Chemistry have announced the availability of Analytical Abstracts  ( AA )   on CD - ROM .  AA was set up as a monthly hardcopy abstracts journal in 1954 and an online database was introduced in 1986 containing material from 1980 to date ,  giving easy access to abstracts spanning the discipline of analytical chemistry .  This same database is now available on one CD - ROM	disc	, incorporating SPIRS SilverPlatter 's search package . It will be updated at quarterly intervals .  Circle 156	None
1774	disc	1	In addition ,  Colwell et al  ( 1978 )  have postulated that abnormal platelet function secondary to the diabetic state may contribute to the development of the specific microvascular disease of diabetics which makes an important contribution to morbidity and mortality in the diabetic population ,  principally through retinopathy ,  nephropathy and neuropathy and possibly also a cardiopathy  ( Keen  Jarrett ,  1982 )  .  Structure and Physiology Platelets which , like red blood cells , do not contain a nucleus , are the smallest of the formed elements of blood , circulating as biconcave	discs	approximately 23 m in diameter . They are formed from megakaryocytes which ,  in the final process of maturation ,  become amoeboid in shape and their pseudopods penetrate the marrow sinusoids .  These pseudopods fragment in the blood flow with the nucleus remaining in the bone marrow .	None
1775	disc	4	Clouds break into Autumn tints ,  the skies are flaked with golden foam .  I am now in the foreign regions of Tsin and U ;  and countless are the miles of the trackless way ,  brushed by the wings of birds alone ,  lying between me and my native  land .  Now with its half -	disc	leaning upon some island the evening sun sets . The lake is beginning to glow .  There soars the moon from the rim of the far off sea .	None
1776	disc	1	Does love of country mean mere bread   If on seeing one of the great rivers of one 's  country ,  the idea  awakens  in  one 's   mind that one should immerse all one 's  possessions in it ,  and dedicate them to it ,  how great is that love !  All that wealth , those	discs	of gold and silver , the pearls secreted by the oyster , the hardened coal that men call diamonds they are indeed worthy of being thrown into the waters . ' Bhavana is the emotional content of an event , the real living part of it , more even than the blood the ichor . For those seeking bhavana ,  it is ready to be discerned in a hundred daily  occurrences  :  it will be manifested in a small or generous action ;  and there is a joy in the mere searching for this bhavana in the everyday world .  A poem is good because of its emotional content and the feeling of the poet which is placed in the symbols of words ,  and the true joy of poetry is in feeling the same emotions as the poet .	None
1777	disc	2	Another group called Pendulum sang of White Confetti see it falling ,  bless the stranger in the manger in the morning when Christianitee was born .  Note the more overt reference to religion but careful avoidance of Jesus Christ which is rather too religious a term .  The Johnny Mathis A Child is Born	disc	also avoided this by fudging the identity of the infant The world is waiting for one child black , white , yellow  no one knows . The black keeps the race relations lobby happy ,  but can this be a detail we missed hitherto  a yellow Jesus   No one could possibly take exception to this Mathis infant .	None
1778	disc	1	There had been a witness who had raised the alarm .  The body had been retrieved from the river after a lengthy search .  Three keys attached to a metal	disc	had been found in the pocket of the woman 's coat . The address of a house in Bloomsbury was engraved on the disc .  The police had gone to the house and had entered the flat rented to the dead woman .	None
1779	disc	1	The body had been retrieved from the river after a lengthy search .  Three keys attached to a metal disc had been found in the pocket of the woman 's  coat .  The address of a house in Bloomsbury was engraved on the	disc	. The police had gone to the house and had entered the flat rented to the dead woman .  On a table in the living room they found a letter addressed to me .	None
1780	disc	1	Crossbow brooch Brooch ,  with enamelled bow Enamelled	disc	brooch Enamel fantail brooch JEWELLERY	None
1781	disc	2	The disc records invented by Berliner were the first to possess this advantage ,  since they could be stamped out almost like printing .  They also permitted a much simpler reproducing machine ,  since the groove itself propelled the soundbox ,  no additional screw mechanism being necessary  ( 7 )  .  At first , the playing time for both	discs	could be made in different sizes , all of which could be played on the same machine , was another advantage . In 1901 it was found that a ten - inch disc  ( playing for three minutes )  was better for most types of music ,  even popular songs ,  and the popular single was born .  Although cylinder manufacturers countered effectively for some decades ,  first with moulding techniques and later with finer grooves ,  the overwhelming simplicity of being able to press thousands of copies of disc records and play them on a simple machine eventually told in the disc 's  favour .	None
1782	disc	2	They also permitted a much simpler reproducing machine ,  since the groove itself propelled the soundbox ,  no additional screw mechanism being necessary  ( 7 )  .  At first ,  the playing time for both discs and cylinders was the same  about two minutes  but the fact that discs could be made in different sizes ,  all of which could be played on the same machine ,  was another advantage .  In 1901 it was found that a ten - inch	disc	( playing for three minutes ) was better for most types of music , even popular songs , and the popular single was born . Although cylinder manufacturers countered effectively for some decades ,  first with moulding techniques and later with finer grooves ,  the overwhelming simplicity of being able to press thousands of copies of disc records and play them on a simple machine eventually told in the disc 's  favour .  Certainly it became economic to pay recording artists large fees ;  and without mass - production ,  few recordings of top   artists would survive in playable form today .	None
1783	disc	2	Any account of these milestones has to bear both applications in mind .  It did not take long for engineers to realise they could use more than one microphone ,  and balance the music internally .  Indeed , the Illustrated London News shows that Guest Merriman 's experiment had included several microphones and a selector system , but the surviving	disc	shows no sign of active mixing . Before long ,  engineers were performing sound - mixing functions hitherto the responsibility of the conductor or musical director .  One of the earliest collaborators was the conductor Leopold Stokowski ,  who happily agreed to experiments to divide the Philadelphia Orchestra into individually miked sections for increased clarity ,  presumably in search of something more like the clarity he perceived from the conductor 's  rostrum  ( 14 )  .	None
1784	disc	2	Experiments in Paris involving transmission by telephone lines date back to 1881 ,  but it needed the technology of the 1930s to record two channels with adequate fidelity ,  synchronization and separation .  Once again ,  Stokowski and the Philadelphia Orchestra were in the forefront .  Two excerpts from Scriabin 's Poem of Fire were recorded on stereo	discs	on 12 March 1932 . These were followed on later dates by other experimental recordings .  As far as we know ,  they all used two or three microphones spaced some yards apart along the front of the orchestra ,  a technique favoured by American engineers to this day .	None
1785	disc	3	It was issued in 1973 .  Meanwhile ,  Alan Blumlein of EMI in Britain was working in ignorance of developments in America ;  his concept was to record two optical channels on cine film .  But when delivery of the required four - ribbon light valve was delayed , he turned to	disc	recording so he could have permanent records of his experiments . This work was in some ways inferior to that done in America ,  where engineers had developed a disc - cutter with better frequency - range and lower distortion ,  and their pressings had lower surface - noise as well .  But Blumlein invented a completely different microphone technique ,  the coincident technique  ( 17 )  ,  and showed how compatible mono recordings and 45/45 stereo discs  ( eventually adopted as the world standard in 1958 )  could be obtained with the technique .	None
1786	disc	1	Meanwhile ,  Alan Blumlein of EMI in Britain was working in ignorance of developments in America ;  his concept was to record two optical channels on cine film .  But when delivery of the required four - ribbon light valve was delayed ,  he turned to disc recording so he could have permanent records of his experiments .  This work was in some ways inferior to that done in America , where engineers had developed a	disc	- cutter with better frequency - range and lower distortion , and their pressings had lower surface - noise as well . But Blumlein invented a completely different microphone technique ,  the coincident technique  ( 17 )  ,  and showed how compatible mono recordings and 45/45 stereo discs  ( eventually adopted as the world standard in 1958 )  could be obtained with the technique .  And ,  when the light - valve was finally delivered in 1934 ,  he made some stereo variable - area optical soundtracks almost identical to those adopted by the film industry in the late 1970s .	None
1787	disc	2	But when delivery of the required four - ribbon light valve was delayed ,  he turned to disc recording so he could have permanent records of his experiments .  This work was in some ways inferior to that done in America ,  where engineers had developed a disc - cutter with better frequency - range and lower distortion ,  and their pressings had lower surface - noise as well .  But Blumlein invented a completely different microphone technique , the coincident technique ( 17 ) , and showed how compatible mono recordings and 45/45 stereo	discs	( eventually adopted as the world standard in 1958 ) could be obtained with the technique . And ,  when the light - valve was finally delivered in 1934 ,  he made some stereo variable - area optical soundtracks almost identical to those adopted by the film industry in the late 1970s .   17 The first stereo microphone .	None
1788	disc	2	The 1930s were also a time for experimental long - playing records .  But what one means by the first LP depends very much on your definition of LP ;  long - playing records of various types date back to the 1900s ,  as we shall see later .  The stimulus in the 1930s was , again , the cinema ; for patent reasons , some studios preferred to distribute their films with separate	disc	soundtracks , rather than have the sound printed optically on the film itself . To match a 1000ft reel of film which ran for a little over eleven minutes ,  a 78rpm turntable had to be slowed to 33 1/3rpm  ( 18 )  .  This speed was then adopted for Victor 's  first long - playing records of 193134 .	None
1789	disc	2	18 Early film - projector .  This machine was used in cinemas in the late 1920s .  It reproduced the soundtrack from a	disc	record underneath the lamp housing . Both the projector and the turntable were powered by the same motor to ensure they ran at the same speed .  Projectionists had to be very careful to orientate the disc and to put the pickup in the right groove for the sound to be in synchronism .	None
1790	disc	2	It reproduced the soundtrack from a disc record underneath the lamp housing .  Both the projector and the turntable were powered by the same motor to ensure they ran at the same speed .  Projectionists had to be very careful to orientate the	disc	and to put the pickup in the right groove for the sound to be in synchronism . Full Frequency - Range Recording But before tape came along ,  the record industry came up with one more development  full frequency - range recording .	None
1791	disc	2	But before tape came along ,  the record industry came up with one more development  full frequency - range recording .  The idea of a recording system covering the full range perceived by the human ear dates back to 1925 ,  when Brunswick claimed their electrical recordings covered the range from 16Hz to 21000Hz  ( 19 )  .  However , surviving	discs	show the upper limit was more like 4000Hz , inferior to Western Electric 's 4500Hz . By 1934 the highest frequency which  could reliably be recorded had reached 8000Hz .  In 1940 the British Decca Company was asked by RAF Coastal Command if it could record frequencies up to 14000Hz ,  almost the limit of human hearing .	None
1792	disc	2	This model was first exhibited at the German Radio Exhibition in August 1934 .  It could record upon normal recording tape ,  comprising a coating of ferric oxide on a non - magnetic base .  Despite some significant developments by BBC and Marconi engineers , the system still did not give better quality than 78rpm	discs	; it only succeeded because it gave longer running - time , and it had lower running - costs because the tape could be magnetically erased and reused . It was a combination of inventions that proved to hold the secret to quality .  The two most important were iron - oxide coated plastic tape  ( first produced in Germany in 1934 )   ( 22 )  and ultrasonic alternating - current bias  ( patented by Carlson and Carpenter in the USA in 1921 )  .	None
1793	disc	2	So the two inventions were not combined until 1940 .  Shortly afterwards ,  listeners monitoring German broadcasts became aware that Hitler could not be broadcasting live from so many places at once .  Yet there was an absence of surface - noise which showed that	discs	could not possibly have been used . The mystery was solved when the Allies captured Radio Luxembourg in 1944 ,  where they found a new type of magnetic tape recorder combining the two inventions already mentioned .  Its performance exceeded that of contemporary discs .	None
1794	disc	2	Yet there was an absence of surface - noise which showed that discs could not  possibly have been used .  The mystery was solved when the Allies captured Radio Luxembourg in 1944 ,  where they found a new type of magnetic tape recorder combining the two inventions already mentioned .  Its performance exceeded that of contemporary	discs	. Within three years ,  American broadcasters and record companies had abandoned discs as a mastering medium .  Economic conditions made this process slower in Britain ,  but by 1950 the new technology was coming into use at the gramophone studios ,  permitting the first LPs to be made .	None
1795	disc	2	The mystery was solved when the Allies captured Radio Luxembourg in 1944 ,  where they found a new type of magnetic tape recorder combining the two inventions already mentioned .  Its performance exceeded that of contemporary discs .  Within three years , American broadcasters and record companies had abandoned	discs	as a mastering medium . Economic conditions made this process slower in Britain ,  but by 1950 the new technology was coming into use at the gramophone studios ,  permitting the first LPs to be made .   23 Tape - editing today .	None
1796	disc	2	His simpler Dolby B system was adopted for tape cassettes in 1971 ,  and was the main reason why this format became so popular as a means of disseminating commercially prerecorded material .  Although even the best tape cassettes could not outperform the best LPs ,  they were much more rugged ,  and did not develop annoying clicks .  By 1985 sales of tape cassettes were outnumbering	disc	sales , although it had taken 40 years for the advocates of magnetic recording to see this come about . Digital Sound and the Future In less than a century the world of sound - recording had expanded from a plaything for amateurs to a world - wide billion - dollar industry ,  and it looks set to stay that way .	None
1797	disc	3	By 1982 ,  Sony 's  system ,  using its U - Matic videocassettes for storing 16 - bit digital audio  ( with a potential signal - to - noise ratio of some 96 decibels )  ,  had become an industry standard .  Meanwhile ,  Philips in Holland had been pioneering the use of Laservision videodiscs ,  the least unsuccessful of several types of disc for carrying video films .  These were played by a beam of laser light rather than a stylus , and Philips saw that combining digital audio with laser	disc	technology would be a great improvement upon the Dolby Cassette and the LP . The Compact Digital Disc  ( CD )  came on the market in 1982 ,  and has now practically replaced the LP as a distribution medium .  16 - bit audio has a signal - to - noise ratio which comfortably exceeds the full dynamic range of an orchestra ,  so it became possible to record orchestral music without any need to compress its dynamic range .	None
1798	disc	3	Of course ,  this worries the record companies ,   because the potential for piracy is great .  At the time of writing it seems that digital tape recorders sold to the public will have various anti - piracy measures built into them for this very reason .  On the other hand , error - correction pleases the record producers , because compact digital	discs	sold in the shops sound exactly like the master - tape in the studio . And archivists like it ,  because if the medium carrying the recording has a limited life ,  it is possible to copy the sound to another medium without any degradation taking place .  In practice ,  all media do have a limited life .	None
1799	disc	2	In practice ,  all media do have a limited life .  A search is now under way to find a medium with a reliably long shelf - life ,  because even if our present - day sound recordings last for a full century  ( which is doubtful )  ,  our successors will have to copy the whole collection every hundred years or so .  For analogue sound - recording , experience has shown that the metal masters used in the process of pressing	disc	copies have a very long life . But this is a very expensive way of preserving sound ,  only tolerable when hundreds of copies are likely to be sold to cover the costs .  In addition ,  the business of cutting a master is a highly skilled craft ,  and at present it is a dying art .	None
1800	disc	4	There was no impetus to develop anything more sophisticated than a spoken announcement or a separate piece of paper packed into the box .  This means that many cylinder records surviving today have highly dubious provenances ,  as we shall see later .  It is debatable whether it was the cylinder or the	disc	that was the first to have a formal label physically attached . At the 1890 Convention of Local Phonograph Companies in Chicago ,  delegates asked for a longer cylinder with a section specifically set aside for an announcement ,  but this did not come about .  The following year there was a visit to the Edison works at West Orange ,  where the delegates saw prerecorded cylinders made by an experimental moulding process .	None
1801	disc	1	The only doubt concerns the date ;  it seems these early records could be from any year between 1889 and 1891 ,  so whether Edison or Berliner was actually first to make records with a label is open to debate .  The conventional paper label was never possible on a cylinder ,  since there was insufficient flat space .  The end of the cylinder box had to suffice ( 27 ) , and paper labels were not attached to	discs	until 1901 ( 28 , left ) . It should be pointed out that they were nearly always pressed into the disc at the time of manufacture ,  not pasted on afterwards ;  so the paper and inks had to be able to withstand high temperatures .  This is one reason why metallic inks ,  such as gold or silver ,  were common .	None
1802	disc	1	The conventional paper label was never possible on a cylinder ,  since there was insufficient flat space .  The end of the cylinder box had to suffice  ( 27 )  ,  and paper labels were not attached to discs until 1901  ( 28 ,  left )  .  It should be pointed out that they were nearly always pressed into the	disc	at the time of manufacture , not pasted on afterwards ; so the paper and inks had to be able to withstand high temperatures . This is one reason why metallic inks ,  such as gold or silver ,  were common .  In later years ,  paper labels served another function :  they acted like gaskets ,  preventing molten material from getting into the mechanism for punching the centre hole .	None
1803	disc	2	This is one reason why metallic inks ,  such as gold or silver ,  were common .  In later years ,  paper labels served another function :  they acted like gaskets ,  preventing molten material from getting into the mechanism for punching the centre hole .  Half a century later , when vinyl	discs	became the norm , there was another complication . Vinyl required greater temperatures in the press ,  and the molten material flowed with much less viscosity .  So if ordinary paper labels curled up during the manufacturing process ,  they would take the vinyl with them ,  resulting in a warped disc .	None
1804	disc	1	Half a century later ,  when vinyl discs became the norm ,  there was another complication .  Vinyl required greater temperatures in the press ,  and the molten material flowed with much less viscosity .  So if ordinary paper labels curled up during the manufacturing process , they would take the vinyl with them , resulting in a warped	disc	. Specialist label printers appeared ,  selling grain - oriented paper .  This      was not only designed to withstand the heat without soaking up liquid vinyl like blotting - paper ,  but it was supplied with a distinctive pattern on the back to indicate the direction of the paper grain .	None
1805	disc	2	This      was not only designed to withstand the heat without soaking up liquid vinyl like blotting - paper ,  but it was supplied with a distinctive pattern on the back to indicate the direction of the paper grain .  When two labels were inserted in the press with their grains at right - angles ,  any tendency for the paper to distort in one direction in preference to the other was neutralized .  25 Berliner	disc	label . No paper label was used ;  instead the information was engraved into the master - disc and reproduced on every copy together with the sound .  The title is the very last word scratched on the master ,  in this case Loriley ,  a traditional German melody .	None
1806	disc	2	27 Cylinder boxes .  The ends of cylinder boxes carried the nearest the cylinder format ever got to labels .  28 Paper labels for	discs	. The left - hand record carries an example of the first type of paper label for discs ,  introduced in 1901 .  The right - hand record carries an early example of a red label .	None
1807	disc	2	The idea of filling the engravings with white greatly added to the legibility ,  but the conventional cylinder  ( just over two inches in diameter )  had insufficient space for much more than the title .  This did n't matter very much as cylinders soon found themselves right at the bottom of the class structure of recordings ,  and not many featured artists worth naming .  As disc records took a greater hold of the market , some cylinder companies turned to	discs	; but many of them eschewed paper labels . Path discs adopted the idea of filling the engraved letters with white  ( 30 )  ,  but Edison 's  Diamond Discs did not  ( 32 )  .  Incidentally ,  most disc manufacturers with double - sided discs called the two sides A and B.	None
1808	disc	1	This did n't matter very much as cylinders soon found themselves right at the bottom of the class structure of recordings ,  and not many featured artists worth naming .  As disc records took a greater hold of the market ,  some cylinder companies turned to discs ;  but many of them eschewed paper labels .  Path	discs	adopted the idea of filling the engraved letters with white ( 30 ) , but Edison 's Diamond Discs did not ( 32 ) . Incidentally ,  most disc manufacturers with double - sided discs called the two sides A and B. But Edison identified his two sides by L and R ,  presumably for Left and Right ;  clearly they were being regarded as very short fat cylinders !	None
1809	disc	1	As disc records took a greater hold of the market ,  some cylinder companies turned to discs ;  but many of them eschewed paper labels .  Path discs adopted the idea of filling the engraved letters with white  ( 30 )  ,  but Edison 's  Diamond Discs did not  ( 32 )  .  Incidentally , most disc manufacturers with double - sided	discs	called the two sides A and B. But Edison identified his two sides by L and R ,  presumably for Left and Right ;  clearly they were being regarded as very short fat cylinders !  The Copyright Act of 1911 forced record manufacturers to pay royalties to music composers  ( or their publishers )  .	None
1810	disc	2	The Act permitted such stamps to be affixed to the container ,  rather than the record itself ;  this was the only practicable way with cylinders .  But the Board of Trade had a great deal of latitude to vary the precise details of the arrangement ,  and insisted that ,  for discs ,  the records should bear the stamps ,  not the sleeves .  As it was difficult to make stamps adhere to records without paper labels , by 1916 all	disc	companies were using them . 29 Ends of cylinder records ,  showing the lettering styles used by different manufacturers .  30 Path disc label .	None
1811	disc	2	As it was difficult to make stamps adhere to records without paper labels ,  by 1916 all disc companies were using them .         29 Ends of cylinder records ,  showing the lettering styles used by different manufacturers .  30 Path	disc	label . 31  ( a to j )  The Gramophone Company class system .  All these records are twelve inches in diameter and were made by the Gramophone Company of Great Britain between 1920 and 1925 .	None
1812	disc	2	He was the first artist to insist upon royalty payments ,  and his contract stipulated that the records should be retailed at 1.00 each .  He made his recordings in 1904 and died a year later ;  by 1925 they had been moved to the Historic Catalogue .  32 Edison diamond	disc	label . It was many years before the collection agencies and the record companies trusted each other. Eventually printed replicas of stamps became acceptable to both sides .	None
1813	disc	2	It is not so much the label which affects the collectability of early rock records ,  but the nature of this optional centre .  Until 1957 the Decca group in Great Britain made a  detachable  piece in the shape of a triangle  ( 35 )  .  These triangle centres tend to fetch high prices among collectors , because they are pretty safe guarantees that the	disc	in question was actually manufactured during the golden years of rock n roll , and is not a more modern pressing . There is a similar consideration for products of Britain 's  other principal manufacturer ,  the EMI group .  Its earliest singles had labels printed with gold ink ;  these ,  too ,  tend to have a higher value than later equivalents printed in silver .	None
1814	disc	2	However ,  since in this situation customers never knew what they were buying ,  the scheme did n't last very long .  Alas ,  the biggest deceptions in gramophone history comprised serious music ,  which was for many years cut down ,  both in duration and instrumentation .  The first symphony to be recorded was Schubert 's Unfinished published on one twelve - inch	disc	by American Columbia in 1911 . Fortuitously ,  its very title makes the short version acceptable under the Trades Descriptions Act !  But for the next decade or more ,  nearly all orchestral and instrumental music was issued in cut - down form ,  without any warning being given .	None
1815	disc	2	A sound archivist will want a recording which gets close to the sound of the original master - tape .  The rights to Presley 's  Sun recordings were acquired by RCA Victor together with the rights to the artist ,  and although it is now known that the tapes in RCA Victor 's  vault are not actually the 1955 originals ,  they are extremely good copies ,  and all have been reissued on compact disc .  Thus collectors can get back to the sound of the original master - tape far more closely than would be possible with any 1955	disc	, let alone a forgery of one . There are very few artists whose genuine records attract prices which justify forgeries .  In 1987 the Black Album of pop singer Prince was withdrawn before it was issued ,  and only a few genuine copies escaped .	None
1816	disc	2	The Black Album ,  being a pure black sleeve  ( apart from lettering on the spine )  ,  was also particularly easy to reproduce .  There are three records which have defied the searches of record - collectors ,  and since no one alive today has examples to compare them with ,  they would seem to be prime candidates for potential forgers .  Two were scheduled for issue as Fonotipia 69000 and 69001 , single - sided	discs	nearly fourteen inches across . They comprised two operatic arias sung by the tenor Jean de Reszke ,  which are known to have been recorded in Paris on 22nd April 1905 .  It is assumed that de Reszke was dissatisfied with test - pressings ;  at any rate ,  neither was issued .	None
1817	disc	2	The above non - existent records are ,  as I say ,  obvious candidates for forgery ,  but the simple fact of their being made by obsolete technology makes it less likely that forgeries will appear .  There would have to be a high potential return to justify the trouble and expense .  Acetate	discs	were , for many years , the equivalent of wax cylinders before magnetic tape became universal . They were used by professionals and keen amateurs whenever a small number of tailor - made discs were required .  I consider the most likely candidate for forgery is therefore an unknown cylinder or an unknown acetate disc  in other words ,  a one - off ,  which would be difficult to compare with the genuine article ,  because there would be nothing with which to compare it .	None
1818	disc	1	There would have to be a high potential return to justify the trouble and expense .  Acetate discs were ,  for many years ,  the equivalent of wax cylinders before magnetic tape became universal .  They were used by professionals and keen amateurs whenever a small number of tailor - made	discs	were required . I consider the most likely candidate for forgery is therefore an unknown cylinder or an unknown acetate disc  in other words ,  a one - off ,  which would be difficult to compare with the genuine article ,  because there would be nothing with which to compare it .  In this field the first acetate made by The Beatles was recently bought back by Paul McCartney ,  reportedly for 10,000 .	None
1819	disc	2	Acetate discs were ,  for many years ,  the equivalent of wax cylinders before magnetic tape became universal .  They were used by professionals and keen amateurs whenever a small number of tailor - made discs were required .  I consider the most likely candidate for forgery is therefore an unknown cylinder or an unknown acetate	disc	in other words , a one - off , which would be difficult to compare with the genuine article , because there would be nothing with which to compare it . In this field the first acetate made by The Beatles was recently bought back by Paul McCartney ,  reportedly for 10,000 .  The disc went missing for many years ,  and was the subject of at least one book .	None
1820	disc	2	I consider the most likely candidate for forgery is therefore an unknown cylinder or an unknown acetate disc  in other words ,  a one - off ,  which would be difficult to compare with the genuine article ,  because there would be nothing with which to compare it .  In this field the first acetate made by The Beatles was recently bought back by Paul McCartney ,  reportedly for 10,000 .  The	disc	went missing for many years , and was the subject of at least one book . Some collectors thought it would be the most valuable recording known to exist .  ( The Golden Disc of The Beatles '  'Sergeant Pepper ' was auctioned in 1982 for 14,300 ,  but of course that was n't the only copy of the recording in existence )  .	None
1821	disc	2	Longer - Playing Recordings Three factors  ( size ,  speed ,  and groove - pitch )  might be manipulated to make long - playing records .  And because	discs	were on the market for a longer time , and attracted more investment , there are a correspondingly large number of freaks around . Probably the first long - playing disc records were made by the Neophone Company of London in 1904 ;  they were twenty inches in diameter .  The recordings comprised uninterrupted performances of opera overtures ,  but they cost ten shillings and sixpence each ,  and needed an outsize turntable .	None
1822	disc	2	The recordings comprised uninterrupted performances of opera overtures ,  but they cost ten shillings and sixpence each ,  and needed an outsize turntable .  So customers spent their money on twelve - inch discs instead ,  and in fact I have never seen a twenty - inch Neophone record .  The Marathon	discs	of 1912 ( 48 ) were made in the usual ten - inch and twelve - inch diameters , but with finer grooves . The idea was to record using hill - and - dale modulation ,  with the grooves packed closer together because there would be no risk of overlap .  In fact ,  the British inventor P. J. Packman took the idea a stage further ;  he developed a cutter for V - shaped grooves ,  rather than the U - shaped grooves then considered normal ,  so he got a deeper groove at the same time .	None
1823	disc	2	The new discs were also hill - and - dale ,  recorded with a relatively fine groove - pitch of 150 lines per inch ,  so a ten - inch side played rather longer than usual  ( about five minutes )  .  The grooves were U - bottomed with a radius of precisely 4.7 thousandths of an inch ,  and his reproducers were fitted with the very  first diamond styli ,  of exactly this size for minimum wear and surface - noise .  But the grooves were very shallow by normal	disc	standards , and to reduce the chances of the stylus being thrown out of the groove , the records were made absolutely flat , and a full quarter of an inch thick so they would be sure to stay that way . They turned out to be practically unbreakable as well as hard - wearing .  When I visited the Edison National Historic Site a few years ago ,  my guide told me that the full resources of his employer  ( the United States Government )  had failed to break one ;  but to find out exactly what was inside the quarter - inch slab ,  they had borrowed a diamond saw and cut one in half .	None
1824	disc	2	This proved to many people 's  satisfaction that Edison 's  re - creation was indistinguishable from the original .  Unfortunately ,  Edison was not himself a musician ,  and the technology he fathered was never used for mass - producing serious musical records .  Since 1910 he had been recording	discs	in London , and Raymond Wile 's list of Edison Disc Masters ( published in the Talking Machine Review from August 1971 onwards ) shows that many mouth - watering recordings of London opera - singers and other treasures were made . They were taken to America for mass - production .  It seems ,  however ,  that everything Edison actually issued was American home - grown corn .	None
1825	disc	2	They were taken to America for mass - production .  It seems ,  however ,  that everything Edison actually issued was American home - grown corn .   50 A twenty - inch Path	disc	. This example plays for 3 minutes 10 seconds and weighs 2.2 kilograms .  Another long - playing disc was the World Record ,  invented in 1922 by Noel Pemberton - Billing .	None
1826	disc	1	Bigger cylinders allowed this to happen without extra wear .  But since all large commercially - made cylinders seem to have been copied from standard ones ,  there was no  increase in quality ,  only in volume .  The principle that larger cylinders will withstand more wear can also be applied to	discs	. In 1909 the Path company ,  which had by then abandoned cylinders ,  made their own twenty - inch monsters .  ( 50 )  .	None
1827	disc	2	They combined the two features of flexibility and long - playing time .  A relatively thin piece of cardboard  more like thick paper ,  really  was coated on one side with a material called Durium .  Because it was single - sided , the groove pitch was doubled to allow two numbers on each	disc	. The same company also made a French language course and many advertising mini - discs .  Despite their apparent fragility ,  there are lots of examples surviving today ,  and collectors were genuinely sorry when the series came to a halt after only forty - two weeks .	None
1828	disc	2	None of these unbreakable records succeeded in displacing shellac .  Actually ,  shellac was perhaps the least important constituent ;  the most important was slate dust ,  whose abrasive and gritty properties were needed for a rather unusual reason .  As we saw earlier ,	discs	permitted simple and cheap record - players ; but the advantage was lost if the record - players had to have sapphire or diamond points made out of precious gems . So steel needles were often used instead .  To make the needle fit the groove ,  the disc contained abrasive material ,  so the tip would be ground down during the first two or three revolutions .	None
